57,020168;9,951739
57,020244;9,951755
57,020389;9,951783
57,020474;9,951791
57,020676;9,951847
57,020820;9,951925
57,020933;9,951981
57,021099;9,952092
57,021151;9,952148
57,021275;9,952283
57,021586;9,951179
57,023663;9,944532
57,023797;9,944063
57,023944;9,943684
57,024359;9,942357
57,024427;9,942148
57,024629;9,941525
57,024826;9,940951
57,024936;9,940616
57,024953;9,940463
57,025184;9,939704
57,025436;9,938901
57,025705;9,938023
57,025775;9,937715
57,025892;9,937228
57,026013;9,936653
57,026117;9,936032
57,026152;9,935846
57,026220;9,935267
57,026260;9,934921
57,026289;9,934583
57,026327;9,933927
57,026340;9,933699
57,026381;9,932976
57,026411;9,932747
57,026428;9,932527
57,026482;9,931729
57,026493;9,931563
57,026622;9,929630
57,026662;9,929446
57,026692;9,929050
57,026732;9,928461
57,026779;9,927873
57,026821;9,927365
57,026947;9,927328
57,027275;9,927273
57,027550;9,927242
57,027834;9,927203
57,028012;9,927176
57,028503;9,927111
57,028620;9,927108
57,028762;9,927121
57,028880;9,927156
57,028968;9,927191
57,029067;9,927232
57,029154;9,927292
57,029268;9,927371
57,029384;9,927451
57,029941;9,927785
57,030957;9,928601
57,032036;9,929418
57,032415;9,929676
57,032747;9,929877
57,033182;9,930115
57,033539;9,930283
57,034196;9,930583
57,034604;9,930750
57,034666;9,930776
57,035035;9,930913
57,035190;9,930964
57,035341;9,931006
57,035433;9,931033
57,035497;9,931050
57,035625;9,931069
57,035785;9,931097
57,035883;9,931114
57,035954;9,931114
57,037633;9,931515
57,037757;9,931543
57,037753;9,931312
57,037748;9,930612
57,037749;9,930043
57,037797;9,928801
57,037820;9,928518
57,037827;9,928422
57,037888;9,927892
57,037945;9,927434
57,037997;9,927057
57,038052;9,926694
57,038126;9,926316
57,038262;9,925640
57,038607;9,924117
57,038823;9,923126
57,039013;9,922304
57,039116;9,921895
57,039249;9,921367
57,039315;9,921064
57,039343;9,920892
57,039380;9,920661
57,039412;9,920436
57,039504;9,919728
57,039604;9,918980
57,039678;9,918425
57,039693;9,918309
57,039704;9,918209
57,039717;9,918126
57,039834;9,917219
57,039971;9,916197
57,040085;9,915337
57,040167;9,914711
57,040245;9,914147
57,040303;9,913777
57,040387;9,913312
57,040530;9,912628
57,040686;9,912050
57,040849;9,911470
57,041081;9,910789
57,041696;9,910908
57,042361;9,911033
57,042510;9,911061
57,042806;9,911143
57,043028;9,911225
57,043233;9,911311
57,043390;9,911395
57,043820;9,911669
57,044653;9,912214
57,045336;9,912674
57,045550;9,912830
57,045737;9,912998
57,046349;9,913545
57,046396;9,913631
57,046546;9,913905
57,046699;9,914217
57,047030;9,914652
57,047147;9,914773
57,047164;9,914790
57,047293;9,914846
57,047494;9,915072
57,047782;9,915358
57,047919;9,915479
57,048027;9,915586
57,048215;9,915751
57,048326;9,915836
57,048411;9,915896
57,048526;9,915987
57,048889;9,916152
57,049193;9,916293
57,049338;9,916351
57,049517;9,916385
57,050099;9,916484
57,050389;9,916549
57,050630;9,916596
57,051051;9,916758
57,051283;9,916775
57,051418;9,916025
57,051594;9,914923
57,051839;9,913131
57,051886;9,912855
57,051914;9,912707
57,052017;9,912186
57,052324;9,910655
57,052353;9,910460
57,052380;9,910243
57,052625;9,909036
57,052803;9,908043
57,052754;9,908032
57,052441;9,907930
