57,040977;9,941262
57,040816;9,940982
57,040758;9,940879
57,040682;9,941027
57,040555;9,941274
57,040287;9,941828
57,040220;9,942073
57,039874;9,942788
57,039574;9,942016
57,039208;9,940986
57,039144;9,940755
57,038880;9,939847
57,038578;9,938651
57,038386;9,937749
57,038217;9,936830
57,038057;9,935828
57,037971;9,935923
57,037788;9,936094
57,037476;9,936390
57,037259;9,936606
57,036971;9,937027
57,036607;9,937577
57,035627;9,939029
57,034886;9,940212
57,034237;9,941223
57,033854;9,941769
57,033441;9,942287
57,033379;9,942368
57,033054;9,942696
57,032773;9,942925
57,032670;9,943003
57,032491;9,943137
57,031969;9,943486
57,031654;9,943670
57,031189;9,943906
57,030761;9,944073
57,030344;9,944217
57,029945;9,944319
57,029673;9,944376
57,029356;9,944405
57,028990;9,944443
57,028601;9,944437
57,028124;9,944391
57,027605;9,944304
57,027134;9,944202
57,026826;9,944081
57,026746;9,944046
57,026358;9,943875
57,026010;9,943667
57,025714;9,943459
57,025355;9,943169
57,025205;9,943043
57,025152;9,942928
57,024502;9,942244
57,024427;9,942148
57,024350;9,942060
57,024279;9,942279
57,024042;9,943046
57,023846;9,943815
57,023797;9,944063
57,023663;9,944532
57,021586;9,951179
57,021275;9,952283
57,021209;9,952356
57,021155;9,952552
57,021051;9,952894
57,020947;9,953228
57,020699;9,954121
57,020565;9,954675
57,020455;9,955171
57,020358;9,955655
57,020255;9,956196
57,020168;9,956721
57,020103;9,957181
57,020069;9,957618
57,020046;9,958020
57,020040;9,958214
57,019969;9,959856
57,019922;9,961003
57,019913;9,961240
57,019908;9,961319
57,019861;9,962050
57,019722;9,965580
57,019675;9,967063
57,019651;9,967487
57,019621;9,967669
57,019586;9,967842
57,019535;9,967900
57,019473;9,968027
57,019456;9,968108
57,019296;9,968192
57,018615;9,968173
57,017967;9,968147
57,017860;9,968144
57,017713;9,968098
57,017691;9,968044
57,017657;9,968004
57,017621;9,967991
57,017570;9,968012
57,017541;9,968052
57,017520;9,968111
57,017084;9,968088
57,016782;9,968076
57,016492;9,968023
57,016193;9,967946
57,015852;9,967786
57,013626;9,966498
57,013515;9,966433
57,013504;9,966374
57,013478;9,966319
57,013447;9,966290
57,013425;9,966282
57,013391;9,966288
57,013360;9,966316
57,013337;9,966358
57,013322;9,966415
57,013319;9,966457
57,013324;9,966520
57,013340;9,966576
57,013366;9,966619
57,013293;9,966984
57,013202;9,967441
57,013197;9,967466
57,013160;9,967648
57,013095;9,968018
57,013036;9,968349
57,013013;9,968480
57,012987;9,968628
57,012985;9,968641
57,012984;9,968649
57,012778;9,970120
57,012698;9,971029
57,012670;9,971515
57,012630;9,972997
57,012614;9,974421
57,012585;9,976869
57,012521;9,977479
57,012443;9,977848
57,012416;9,977878
57,012399;9,977916
57,012383;9,977975
57,012390;9,978050
57,012404;9,978101
57,012429;9,978142
57,012458;9,978163
57,012489;9,978164
57,012512;9,978152
57,012538;9,978121
57,012558;9,978067
57,012565;9,977989
57,012699;9,977997
57,012745;9,978000
57,012777;9,978002
57,013122;9,978024
57,013184;9,978028
57,013237;9,978031
57,013529;9,978046
57,013561;9,978048
57,013637;9,978050
57,013720;9,978052
57,013984;9,978060
57,014225;9,978067
57,014319;9,978035
57,014364;9,978013
57,014565;9,978009
57,014568;9,978009
